destination,Country,Continent,type,cost,Best Season,rating,Annual Visitors (M),UNESCO Site,activities,duration,total_cost,type_encoded,continent_encoded
Serene Falls,South Africa,Africa,Religious,142.08,Winter,4.4,5.18,No,"Surfing,Trekking",6,852.48,5,0
Lush Ruins,France,Europe,City,184.01,Summer,4.4,5.68,No,Trekking,12,2208.12,2,2
Mystic Canyon,Greece,Europe,Beach,196.18,Spring,4.2,6.76,No,"Shopping,Sightseeing",10,1961.8000000000002,1,2
Serene Beach,India,Asia,City,131.08,Autumn,4.5,1.58,Yes,Museum,4,524.32,2,1
Golden Plaza,Germany,Europe,Beach,179.39,Winter,4.7,5.34,No,"Museum,Beach Volley",4,717.56,1,2
Ancient Pagoda,Japan,Asia,Beach,109.48,Summer,4.4,3.2,No,"Food Tour,Skiing",8,875.84,1,1
Mystic Valley,Egypt,Africa,City,217.54,Summer,4.3,5.63,Yes,"Surfing,Food Tour,Beach Volley",12,2610.48,2,0
Grand Ruins,Mexico,North America,Beach,140.08,Summer,4.2,9.37,No,"Museum,Trekking",3,420.24,1,3
Crystal Pagoda,USA,North America,Adventure,208.32,Winter,4.7,4.93,No,"Skiing,Surfing",7,1458.24,0,3
Golden Canyon,Thailand,Asia,Religious,109.38,Spring,4.4,8.82,No,"Sightseeing,Surfing,Food Tour",13,1421.94,5,1
Golden Park,Greece,Europe,City,121.91,Summer,4.6,5.37,No,"Shopping,Skiing,Museum",11,1341.01,2,2
Grand Pagoda,USA,North America,Nature,266.9,Winter,4.4,9.49,Yes,"Beach Volley,Museum",13,3469.7,4,3
Sacred Canyon,New Zealand,Oceania,Religious,209.08,Spring,5.0,0.98,No,"Beach Volley,Museum",11,2299.88,5,4
Ancient Forest,Mexico,North America,Adventure,116.14,Winter,4.6,8.44,Yes,"Beach Volley,Skiing",14,1625.96,0,3
Golden Temple,China,Asia,City,126.21,Winter,4.3,2.87,No,Surfing,3,378.63,2,1
Lush Pagoda,China,Asia,City,81.74,Summer,4.3,5.15,No,"Food Tour,Trekking",13,1062.62,2,1
Mystic Beach,Peru,South America,Religious,159.55,Autumn,4.5,1.03,No,Food Tour,4,638.2,5,5
Ancient Valley,Japan,Asia,Religious,123.29,Autumn,4.5,8.45,Yes,"Trekking,Beach Volley",6,739.74,5,1
Crystal Ruins,Spain,Europe,Historical,303.84,Spring,4.9,5.84,Yes,"Beach Volley,Skiing,Trekking",12,3646.08,3,2
Golden Canyon,New Zealand,Oceania,Beach,127.34,Summer,4.4,3.53,Yes,Beach Volley,4,509.36,1,4
Golden Temple,Canada,North America,Nature,83.0,Winter,4.6,1.61,No,Food Tour,3,249.0,4,3
Lush Beach,Brazil,South America,Beach,179.21,Summer,4.7,3.32,No,Shopping,10,1792.1000000000001,1,5
Golden Falls,Italy,Europe,Historical,199.69,Summer,4.9,7.94,No,Food Tour,14,2795.66,3,2
Grand Falls,Argentina,South America,Adventure,158.58,Winter,4.6,1.98,No,"Sightseeing,Surfing",5,792.9000000000001,0,5
Sacred Valley,Germany,Europe,Religious,181.62,Summer,4.4,2.49,No,Museum,7,1271.3400000000001,5,2
Grand Pagoda,Australia,Oceania,City,160.05,Summer,4.4,4.32,No,"Skiing,Sightseeing",10,1600.5,2,4
Lush Valley,South Africa,Africa,Beach,161.37,Spring,4.7,1.36,Yes,"Food Tour,Beach Volley,Skiing",13,2097.81,1,0
Mystic Ruins,Morocco,Africa,Beach,99.35,Winter,4.0,0.99,No,"Museum,Beach Volley,Surfing",7,695.4499999999999,1,0
Mystic Falls,Australia,Oceania,Nature,96.79,Spring,4.5,4.31,No,"Beach Volley,Skiing",12,1161.48,4,4
Grand Temple,Argentina,South America,Historical,210.45,Autumn,4.3,8.13,Yes,Museum,9,1894.05,3,5
Lush Valley,Canada,North America,Nature,130.41,Summer,4.2,4.05,No,"Surfing,Beach Volley,Skiing",7,912.87,4,3
Ancient Pagoda,France,Europe,City,169.05,Spring,4.4,7.22,No,"Surfing,Museum",5,845.25,2,2
Crystal Ruins,Greece,Europe,Adventure,125.17,Spring,4.2,1.51,Yes,Shopping,8,1001.36,0,2
Ancient Ruins,Spain,Europe,Historical,105.19,Spring,4.6,9.87,No,Museum,8,841.52,3,2
Lush Ruins,India,Asia,Historical,124.09,Autumn,4.9,6.0,No,Beach Volley,4,496.36,3,1
Crystal Plaza,Greece,Europe,Nature,155.63,Autumn,4.8,2.16,Yes,"Trekking,Surfing,Museum",12,1867.56,4,2
Sacred Park,Thailand,Asia,Nature,203.13,Winter,4.4,6.62,No,"Food Tour,Sightseeing,Beach Volley",4,812.52,4,1
Sacred Pagoda,Peru,South America,Historical,194.53,Summer,4.6,8.99,No,"Food Tour,Beach Volley",10,1945.3,3,5
Golden Temple,Brazil,South America,Religious,233.19,Summer,4.6,7.69,No,"Food Tour,Beach Volley,Trekking",3,699.5699999999999,5,5
Crystal Plaza,New Zealand,Oceania,Beach,93.1,Winter,4.6,8.08,No,"Museum,Surfing,Skiing",7,651.6999999999999,1,4
Serene Plaza,USA,North America,Nature,127.57,Autumn,4.6,4.91,No,Surfing,6,765.42,4,3
Lush Forest,India,Asia,Religious,124.89,Summer,4.2,0.67,No,Sightseeing,12,1498.68,5,1
Ancient Plaza,India,Asia,Beach,204.83,Summer,3.8,6.39,Yes,Food Tour,11,2253.13,1,1
Hidden Falls,Thailand,Asia,City,198.48,Autumn,4.6,2.55,No,"Skiing,Museum,Sightseeing",8,1587.84,2,1
Lush Valley,Egypt,Africa,Adventure,150.16,Winter,4.9,9.82,No,Sightseeing,10,1501.6,0,0
Lush Ruins,Brazil,South America,Adventure,135.47,Summer,4.3,6.56,No,Skiing,3,406.40999999999997,0,5
Grand Beach,Morocco,Africa,City,179.36,Spring,4.4,1.12,No,"Trekking,Sightseeing",4,717.44,2,0
Serene Beach,Japan,Asia,Adventure,260.28,Autumn,4.9,6.7,Yes,"Trekking,Beach Volley,Museum",10,2602.7999999999997,0,1
Mystic Valley,Kenya,Africa,Adventure,113.01,Spring,4.1,8.51,Yes,Beach Volley,5,565.0500000000001,0,0
Crystal Pagoda,Germany,Europe,Beach,174.45,Spring,4.4,5.85,No,Museum,6,1046.6999999999998,1,2
Crystal Ruins,Thailand,Asia,Nature,189.5,Winter,4.8,2.47,No,Surfing,8,1516.0,4,1
Crystal Ruins,Italy,Europe,Beach,202.94,Autumn,4.6,4.61,No,"Beach Volley,Shopping,Surfing",6,1217.6399999999999,1,2
Sacred Ruins,Canada,North America,Historical,147.42,Autumn,4.7,1.86,No,"Trekking,Sightseeing,Beach Volley",9,1326.78,3,3
Sacred Park,Thailand,Asia,Historical,176.15,Autumn,4.5,3.54,No,"Beach Volley,Trekking,Museum",6,1056.9,3,1
Hidden Beach,Canada,North America,Beach,117.22,Winter,4.4,7.38,No,Sightseeing,3,351.65999999999997,1,3
Hidden Valley,Germany,Europe,Adventure,201.69,Winter,4.3,4.71,No,Sightseeing,10,2016.9,0,2
Golden Pagoda,Kenya,Africa,Adventure,226.44,Spring,4.5,4.13,No,"Surfing,Beach Volley,Trekking",4,905.76,0,0
Ancient Beach,Germany,Europe,Religious,46.39,Autumn,4.2,3.99,No,"Museum,Sightseeing",3,139.17000000000002,5,2
Sacred Ruins,Canada,North America,Religious,218.92,Winter,4.5,3.94,No,Sightseeing,9,1970.28,5,3
Serene Park,Egypt,Africa,Adventure,252.15,Winter,4.6,3.06,No,Trekking,8,2017.2,0,0
Crystal Forest,France,Europe,Historical,164.34,Spring,4.5,7.37,Yes,"Food Tour,Sightseeing,Beach Volley",7,1150.38,3,2
Lush Plaza,Greece,Europe,Religious,242.9,Autumn,4.8,0.78,No,"Surfing,Beach Volley,Museum",13,3157.7000000000003,5,2
Grand Forest,Thailand,Asia,Historical,159.63,Spring,5.0,5.68,No,"Food Tour,Skiing,Surfing",9,1436.67,3,1
Hidden Ruins,Peru,South America,Beach,116.56,Winter,4.4,2.34,No,"Museum,Beach Volley,Sightseeing",4,466.24,1,5
Grand Canyon,New Zealand,Oceania,Nature,144.26,Winter,4.7,4.93,No,"Shopping,Trekking,Museum",6,865.56,4,4
Ancient Valley,Kenya,Africa,Religious,165.63,Autumn,5.0,5.33,No,"Shopping,Skiing,Trekking",13,2153.19,5,0
Grand Valley,Greece,Europe,Beach,190.4,Summer,4.2,2.1,No,"Surfing,Shopping",4,761.6,1,2
Sacred Park,Vietnam,Asia,Religious,141.38,Summer,4.1,3.22,No,"Skiing,Shopping",10,1413.8,5,1
Serene Temple,Italy,Europe,Religious,186.64,Spring,4.1,6.68,No,"Museum,Trekking,Skiing",12,2239.68,5,2
Lush Valley,India,Asia,Nature,134.43,Autumn,4.9,1.19,Yes,Skiing,11,1478.73,4,1
Grand Beach,Japan,Asia,Adventure,229.92,Autumn,4.7,0.57,No,"Food Tour,Sightseeing,Shopping",7,1609.4399999999998,0,1
Crystal Canyon,Japan,Asia,City,122.23,Spring,4.5,5.91,Yes,Trekking,13,1588.99,2,1
Grand Beach,Thailand,Asia,Religious,44.76,Winter,5.0,9.48,Yes,"Skiing,Food Tour,Shopping",3,134.28,5,1
Sacred Park,France,Europe,Beach,126.29,Winter,4.6,4.92,No,"Beach Volley,Shopping,Surfing",5,631.45,1,2
Grand Temple,Peru,South America,Historical,140.7,Winter,4.0,4.83,No,"Museum,Surfing,Food Tour",11,1547.6999999999998,3,5
Grand Beach,New Zealand,Oceania,Adventure,58.69,Winter,4.8,2.06,No,"Sightseeing,Beach Volley,Shopping",10,586.9,0,4
Grand Ruins,South Africa,Africa,Adventure,214.4,Winter,4.5,6.81,No,"Skiing,Food Tour,Sightseeing",9,1929.6000000000001,0,0
Ancient Ruins,China,Asia,Historical,175.42,Winter,4.4,9.17,No,"Museum,Surfing,Sightseeing",8,1403.36,3,1
Crystal Forest,Australia,Oceania,Beach,186.55,Autumn,4.7,9.69,No,Food Tour,9,1678.95,1,4
Golden Plaza,USA,North America,Historical,161.62,Winter,4.8,5.54,Yes,Trekking,5,808.1,3,3
Sacred Valley,France,Europe,Religious,259.25,Winter,4.3,5.79,Yes,Surfing,10,2592.5,5,2
Mystic Pagoda,South Africa,Africa,Adventure,106.31,Summer,4.8,5.87,No,Food Tour,12,1275.72,0,0
Serene Canyon,Morocco,Africa,Religious,141.48,Spring,4.3,7.63,Yes,"Beach Volley,Surfing,Sightseeing",13,1839.2399999999998,5,0
Grand Canyon,Canada,North America,Nature,149.27,Winter,4.0,3.63,No,Surfing,10,1492.7,4,3
Mystic Beach,Kenya,Africa,Beach,206.09,Spring,4.4,7.0,Yes,Trekking,5,1030.45,1,0
Ancient Valley,Morocco,Africa,Nature,138.92,Summer,4.6,8.8,Yes,"Food Tour,Museum",4,555.68,4,0
Ancient Valley,Germany,Europe,Historical,89.17,Spring,4.2,5.36,No,"Trekking,Shopping",6,535.02,3,2
Lush Beach,Vietnam,Asia,Historical,197.0,Winter,4.4,4.26,No,Skiing,8,1576.0,3,1
Ancient Temple,Thailand,Asia,Beach,133.24,Autumn,4.1,4.16,No,"Trekking,Sightseeing",6,799.44,1,1
Lush Ruins,Kenya,Africa,Adventure,157.15,Autumn,4.6,5.3,No,Surfing,5,785.75,0,0
Golden Valley,USA,North America,Historical,148.97,Summer,4.6,1.05,No,Museum,12,1787.6399999999999,3,3
Sacred Beach,Peru,South America,Historical,128.14,Autumn,4.0,1.99,No,"Shopping,Museum,Trekking",13,1665.8199999999997,3,5
Serene Park,USA,North America,Nature,180.48,Spring,4.0,7.35,No,"Skiing,Sightseeing",7,1263.36,4,3
Mystic Temple,France,Europe,Nature,227.18,Summer,4.5,5.84,No,"Food Tour,Trekking",8,1817.44,4,2
Mystic Temple,Japan,Asia,Beach,100.32,Winter,4.5,1.7,Yes,Sightseeing,5,501.59999999999997,1,1
Lush Temple,Spain,Europe,Religious,63.33,Winter,4.6,0.7,Yes,"Surfing,Beach Volley,Sightseeing",7,443.31,5,2
Lush Plaza,Spain,Europe,Historical,197.81,Spring,5.0,9.7,No,"Surfing,Food Tour",12,2373.7200000000003,3,2
Serene Canyon,Australia,Oceania,Adventure,113.23,Winter,4.5,5.74,Yes,Beach Volley,7,792.61,0,4
Serene Pagoda,China,Asia,Beach,58.96,Spring,4.3,9.11,Yes,"Sightseeing,Skiing",12,707.52,1,1
Crystal Falls,Thailand,Asia,Adventure,172.6,Autumn,4.1,4.35,No,"Food Tour,Trekking,Beach Volley",5,863.0,0,1
Hidden Falls,Egypt,Africa,Beach,144.24,Autumn,4.4,3.02,No,"Skiing,Trekking",5,721.2,1,0
Golden Forest,Morocco,Africa,Beach,165.66,Autumn,4.5,3.05,Yes,"Trekking,Sightseeing,Museum",14,2319.24,1,0
Sacred Falls,Brazil,South America,Nature,111.66,Autumn,4.5,9.37,Yes,Skiing,13,1451.58,4,5
Hidden Plaza,China,Asia,Beach,185.31,Summer,4.9,8.33,Yes,"Skiing,Food Tour",3,555.9300000000001,1,1
Hidden Falls,USA,North America,Historical,162.42,Winter,4.5,7.28,Yes,Trekking,10,1624.1999999999998,3,3
Golden Falls,Germany,Europe,Historical,151.62,Summer,4.7,1.61,Yes,"Trekking,Beach Volley",14,2122.6800000000003,3,2
Sacred Valley,Canada,North America,Adventure,96.32,Spring,4.5,6.13,No,"Trekking,Skiing,Food Tour",14,1348.48,0,3
Ancient Forest,China,Asia,Historical,266.96,Winter,4.4,0.6,No,Beach Volley,13,3470.4799999999996,3,1
Grand Plaza,Brazil,South America,Religious,148.01,Summer,4.1,9.53,No,Sightseeing,13,1924.1299999999999,5,5
Lush Pagoda,Peru,South America,Historical,88.32,Winter,3.9,7.29,Yes,"Museum,Surfing,Sightseeing",6,529.92,3,5
Lush Ruins,Italy,Europe,Historical,70.88,Autumn,4.7,4.4,Yes,Surfing,12,850.56,3,2
Golden Canyon,Egypt,Africa,Historical,133.74,Autumn,4.2,0.75,Yes,Skiing,7,936.1800000000001,3,0
Crystal Ruins,France,Europe,Religious,184.46,Summer,4.3,2.41,No,"Skiing,Surfing,Food Tour",13,2397.98,5,2
Golden Valley,China,Asia,Beach,147.48,Summer,4.3,0.59,No,"Trekking,Food Tour,Museum",12,1769.7599999999998,1,1
Crystal Falls,Vietnam,Asia,Beach,157.48,Autumn,4.5,8.62,No,Food Tour,7,1102.36,1,1
Hidden Pagoda,Japan,Asia,Adventure,133.15,Summer,4.5,7.94,No,Sightseeing,9,1198.3500000000001,0,1
Lush Pagoda,Egypt,Africa,Beach,169.63,Autumn,4.6,5.33,Yes,"Surfing,Shopping",5,848.15,1,0
Ancient Beach,Morocco,Africa,Beach,179.13,Spring,4.4,7.41,No,"Trekking,Beach Volley,Shopping",14,2507.8199999999997,1,0
Hidden Plaza,Mexico,North America,Beach,115.38,Summer,4.3,8.03,Yes,"Sightseeing,Trekking,Surfing",5,576.9,1,3
Hidden Forest,Mexico,North America,City,128.76,Summer,4.8,8.5,Yes,"Surfing,Shopping,Skiing",13,1673.8799999999999,2,3
Golden Valley,France,Europe,Religious,195.4,Summer,4.5,9.3,Yes,"Trekking,Sightseeing,Surfing",13,2540.2000000000003,5,2
Grand Canyon,Italy,Europe,Historical,189.9,Summer,4.1,8.94,Yes,"Museum,Shopping,Food Tour",5,949.5,3,2
Hidden Ruins,USA,North America,City,263.79,Autumn,4.2,2.29,Yes,"Surfing,Museum,Skiing",4,1055.16,2,3
Sacred Forest,South Africa,Africa,Adventure,148.04,Autumn,4.0,1.32,No,Food Tour,11,1628.4399999999998,0,0
Crystal Falls,Mexico,North America,Nature,156.87,Autumn,5.0,1.87,No,"Shopping,Surfing,Sightseeing",7,1098.0900000000001,4,3
Crystal Valley,Vietnam,Asia,City,53.46,Summer,4.3,5.46,Yes,"Sightseeing,Food Tour",8,427.68,2,1
Serene Valley,Japan,Asia,Nature,145.4,Winter,4.5,7.73,No,Sightseeing,11,1599.4,4,1
Serene Pagoda,Spain,Europe,Adventure,105.93,Summer,4.9,1.0,Yes,"Museum,Beach Volley,Trekking",8,847.44,0,2
Serene Park,China,Asia,City,111.69,Autumn,4.2,2.25,Yes,"Museum,Sightseeing,Trekking",7,781.8299999999999,2,1
Crystal Pagoda,Australia,Oceania,Nature,92.56,Spring,4.6,3.88,No,"Skiing,Beach Volley",7,647.9200000000001,4,4
Serene Falls,Morocco,Africa,City,177.48,Summer,5.0,4.17,No,"Shopping,Skiing",4,709.92,2,0
Serene Valley,China,Asia,Adventure,227.69,Winter,3.9,0.56,No,Beach Volley,4,910.76,0,1
Ancient Ruins,Brazil,South America,Adventure,160.93,Winter,4.4,9.24,No,"Museum,Trekking",9,1448.3700000000001,0,5
Lush Ruins,India,Asia,Beach,110.63,Summer,4.1,5.9,Yes,"Beach Volley,Skiing,Museum",3,331.89,1,1
Lush Falls,Brazil,South America,Beach,131.55,Autumn,4.6,6.86,No,"Trekking,Sightseeing,Museum",6,789.3000000000001,1,5
Serene Ruins,Brazil,South America,Beach,109.9,Summer,3.8,0.97,No,Shopping,7,769.3000000000001,1,5
Golden Pagoda,China,Asia,Nature,177.8,Autumn,4.3,4.81,No,"Museum,Skiing,Trekking",11,1955.8000000000002,4,1
Grand Plaza,Brazil,South America,Historical,105.49,Summer,4.0,8.62,Yes,Surfing,8,843.92,3,5
Crystal Forest,Canada,North America,Historical,107.68,Winter,4.8,1.62,No,Beach Volley,13,1399.8400000000001,3,3
Golden Temple,Egypt,Africa,Adventure,163.2,Autumn,4.5,6.03,Yes,"Surfing,Trekking",3,489.59999999999997,0,0
Golden Park,Greece,Europe,City,269.09,Summer,4.7,3.98,Yes,"Surfing,Skiing,Trekking",13,3498.1699999999996,2,2
Crystal Temple,Brazil,South America,City,155.26,Summer,4.9,1.61,No,"Food Tour,Sightseeing",3,465.78,2,5
Ancient Temple,Egypt,Africa,Religious,155.36,Autumn,4.2,9.4,No,Shopping,7,1087.52,5,0
Serene Falls,Brazil,South America,Adventure,188.0,Winter,4.4,7.76,Yes,"Surfing,Skiing,Shopping",9,1692.0,0,5
Ancient Ruins,Morocco,Africa,Historical,164.55,Spring,4.3,2.4,No,"Sightseeing,Beach Volley,Food Tour",9,1480.95,3,0
Serene Ruins,Australia,Oceania,Religious,151.54,Autumn,3.8,7.39,No,"Shopping,Beach Volley,Sightseeing",9,1363.86,5,4
Hidden Pagoda,Peru,South America,Religious,138.76,Summer,4.2,5.11,Yes,"Sightseeing,Museum",14,1942.6399999999999,5,5
Golden Ruins,Germany,Europe,Beach,216.04,Autumn,4.6,2.13,No,"Shopping,Skiing,Museum",13,2808.52,1,2
Golden Park,Brazil,South America,Beach,180.01,Winter,4.8,5.78,No,"Food Tour,Surfing",10,1800.1,1,5
Serene Pagoda,Japan,Asia,Adventure,113.25,Summer,5.0,1.81,No,"Sightseeing,Food Tour,Beach Volley",9,1019.25,0,1
Crystal Temple,Greece,Europe,Beach,165.39,Summer,5.0,6.57,No,Food Tour,3,496.16999999999996,1,2
Ancient Valley,Australia,Oceania,Nature,183.82,Winter,4.4,6.08,No,"Food Tour,Skiing,Trekking",3,551.46,4,4
Hidden Forest,Argentina,South America,Religious,144.9,Spring,4.2,7.69,No,"Beach Volley,Sightseeing,Trekking",11,1593.9,5,5
Lush Beach,Brazil,South America,Religious,148.66,Autumn,4.9,9.0,Yes,"Food Tour,Museum,Sightseeing",9,1337.94,5,5
Lush Valley,Japan,Asia,Historical,120.01,Spring,4.0,9.04,No,"Museum,Skiing",4,480.04,3,1
Grand Temple,Brazil,South America,Religious,165.49,Summer,4.7,8.66,Yes,"Shopping,Beach Volley",4,661.96,5,5
Serene Park,Kenya,Africa,City,101.71,Spring,4.3,2.77,No,"Sightseeing,Skiing",3,305.13,2,0
Serene Plaza,Thailand,Asia,Historical,73.65,Winter,4.3,3.55,No,Shopping,7,515.5500000000001,3,1
Sacred Pagoda,Morocco,Africa,Beach,129.38,Spring,4.3,5.94,No,"Beach Volley,Skiing",6,776.28,1,0
Hidden Falls,Australia,Oceania,City,51.27,Spring,4.3,7.59,No,"Surfing,Skiing",9,461.43,2,4
Crystal Canyon,China,Asia,Nature,163.62,Autumn,4.6,3.65,No,Skiing,3,490.86,4,1
Ancient Plaza,Canada,North America,Beach,117.08,Spring,4.6,1.74,No,Museum,7,819.56,1,3
Golden Pagoda,India,Asia,Nature,204.61,Spring,4.3,2.84,Yes,"Beach Volley,Shopping,Surfing",13,2659.9300000000003,4,1
Sacred Canyon,Kenya,Africa,City,168.05,Autumn,4.8,2.91,No,"Shopping,Trekking,Food Tour",4,672.2,2,0
Crystal Valley,Egypt,Africa,Nature,214.54,Winter,5.0,6.73,No,"Skiing,Museum",4,858.16,4,0
Crystal Park,Argentina,South America,Beach,175.73,Autumn,4.4,3.44,Yes,"Museum,Trekking,Sightseeing",11,1933.03,1,5
Grand Falls,Greece,Europe,Beach,76.48,Autumn,4.1,5.66,No,"Food Tour,Trekking",13,994.24,1,2
Hidden Canyon,Kenya,Africa,Beach,183.86,Summer,4.2,8.13,Yes,"Food Tour,Surfing",12,2206.32,1,0
Crystal Ruins,Australia,Oceania,Religious,230.94,Winter,4.6,6.79,No,Beach Volley,11,2540.34,5,4
Golden Pagoda,Canada,North America,Adventure,206.04,Summer,4.3,3.3,Yes,"Trekking,Surfing",10,2060.4,0,3
Ancient Canyon,Japan,Asia,City,228.69,Autumn,4.6,4.1,No,Beach Volley,9,2058.21,2,1
Grand Falls,Argentina,South America,Nature,130.75,Spring,3.9,8.27,Yes,Beach Volley,8,1046.0,4,5
Grand Forest,South Africa,Africa,City,153.98,Winter,4.7,6.78,Yes,Sightseeing,7,1077.86,2,0
Lush Forest,Canada,North America,Historical,188.22,Spring,4.2,8.33,Yes,"Museum,Shopping,Sightseeing",10,1882.2,3,3
Sacred Pagoda,USA,North America,Adventure,137.13,Autumn,4.8,1.35,Yes,"Skiing,Beach Volley,Surfing",13,1782.69,0,3
Grand Pagoda,Peru,South America,Nature,74.98,Spring,4.4,3.27,No,Food Tour,10,749.8000000000001,4,5
Sacred Beach,Thailand,Asia,Adventure,136.38,Autumn,4.9,6.16,Yes,"Beach Volley,Skiing",10,1363.8,0,1
Crystal Temple,Thailand,Asia,Beach,136.99,Winter,4.3,1.35,No,"Sightseeing,Shopping,Surfing",13,1780.8700000000001,1,1
Sacred Park,South Africa,Africa,Nature,74.5,Spring,4.4,9.37,Yes,"Sightseeing,Food Tour",4,298.0,4,0
Golden Pagoda,Argentina,South America,Beach,100.78,Autumn,4.4,5.85,Yes,Sightseeing,5,503.9,1,5
Crystal Valley,Australia,Oceania,Adventure,204.21,Summer,4.6,5.03,Yes,"Food Tour,Beach Volley",6,1225.26,0,4
Lush Falls,Peru,South America,Nature,69.52,Summer,4.3,5.8,No,"Shopping,Museum",11,764.7199999999999,4,5
Sacred Ruins,Italy,Europe,Beach,123.06,Summer,4.4,0.51,No,Surfing,7,861.4200000000001,1,2
Mystic Canyon,New Zealand,Oceania,Religious,211.27,Autumn,4.4,5.94,Yes,Shopping,7,1478.89,5,4
Serene Valley,Morocco,Africa,Historical,111.41,Summer,4.4,2.06,No,Food Tour,10,1114.1,3,0
Ancient Forest,Spain,Europe,Beach,195.59,Winter,4.3,9.1,No,"Surfing,Food Tour",9,1760.31,1,2
Golden Forest,Greece,Europe,City,132.64,Winter,4.7,1.57,Yes,"Beach Volley,Surfing",10,1326.3999999999999,2,2
Crystal Plaza,India,Asia,Adventure,166.83,Summer,4.8,2.06,No,Museum,13,2168.79,0,1
Sacred Canyon,Vietnam,Asia,City,64.9,Winter,4.3,7.5,No,"Shopping,Sightseeing",13,843.7,2,1
Ancient Plaza,Egypt,Africa,Religious,163.04,Autumn,4.5,1.02,No,"Museum,Sightseeing",13,2119.52,5,0
Serene Ruins,Germany,Europe,Religious,136.26,Summer,3.8,5.28,Yes,"Sightseeing,Beach Volley",7,953.8199999999999,5,2
Crystal Canyon,Australia,Oceania,Religious,206.82,Winter,4.2,8.81,No,Trekking,5,1034.1,5,4
Crystal Plaza,Kenya,Africa,Beach,158.38,Autumn,4.8,8.35,No,"Surfing,Shopping,Skiing",4,633.52,1,0
Grand Ruins,China,Asia,Religious,108.54,Summer,4.0,3.51,No,Trekking,9,976.86,5,1
Grand Beach,France,Europe,Historical,59.65,Autumn,4.4,9.64,Yes,"Trekking,Shopping",8,477.2,3,2
Lush Beach,South Africa,Africa,Historical,118.58,Summer,4.4,5.5,No,"Shopping,Beach Volley,Surfing",7,830.06,3,0
Lush Canyon,Japan,Asia,City,140.49,Autumn,4.1,4.62,No,"Food Tour,Sightseeing",5,702.45,2,1
Sacred Temple,France,Europe,City,182.13,Spring,4.7,4.55,No,Surfing,11,2003.4299999999998,2,2
Mystic Ruins,Japan,Asia,Religious,87.89,Autumn,4.2,7.85,No,"Surfing,Sightseeing,Museum",11,966.79,5,1
Mystic Canyon,Japan,Asia,Religious,144.43,Spring,4.9,1.74,No,"Surfing,Trekking",6,866.58,5,1
Lush Plaza,Kenya,Africa,Historical,171.58,Autumn,4.7,5.08,Yes,Food Tour,3,514.74,3,0
Sacred Forest,Vietnam,Asia,Nature,172.31,Winter,4.5,9.67,No,Beach Volley,12,2067.7200000000003,4,1
Hidden Park,Brazil,South America,City,180.44,Spring,4.3,2.37,No,Skiing,12,2165.2799999999997,2,5
Mystic Temple,Egypt,Africa,Adventure,182.98,Summer,4.2,4.35,Yes,"Trekking,Skiing,Shopping",6,1097.8799999999999,0,0
Lush Falls,Greece,Europe,Religious,192.11,Summer,4.5,9.09,No,"Trekking,Food Tour",12,2305.32,5,2
Mystic Plaza,Mexico,North America,Religious,130.0,Winter,4.2,6.38,Yes,Beach Volley,4,520.0,5,3
Ancient Beach,Thailand,Asia,Beach,83.46,Summer,3.8,6.19,No,"Skiing,Surfing,Sightseeing",11,918.06,1,1
Golden Ruins,Spain,Europe,Adventure,204.61,Spring,4.1,3.11,No,"Food Tour,Trekking",7,1432.27,0,2
Sacred Temple,Peru,South America,Beach,161.98,Autumn,4.7,1.18,No,"Museum,Beach Volley",10,1619.8,1,5
Crystal Temple,Canada,North America,Historical,153.11,Autumn,4.3,3.38,No,"Museum,Skiing",13,1990.4300000000003,3,3
Sacred Temple,Canada,North America,Religious,90.61,Winter,4.4,5.99,No,"Museum,Surfing,Trekking",5,453.05,5,3
Ancient Temple,Spain,Europe,Nature,150.2,Summer,4.7,1.29,No,"Food Tour,Shopping,Beach Volley",5,751.0,4,2
Grand Park,Italy,Europe,City,73.42,Summer,4.8,8.63,No,"Trekking,Food Tour,Shopping",4,293.68,2,2
Sacred Pagoda,New Zealand,Oceania,Beach,83.29,Spring,4.4,2.32,Yes,"Beach Volley,Sightseeing",11,916.19,1,4
Hidden Park,Canada,North America,City,111.79,Autumn,4.8,7.79,No,Surfing,11,1229.69,2,3
Grand Valley,New Zealand,Oceania,City,118.29,Summer,4.2,4.92,No,Food Tour,11,1301.19,2,4
Crystal Valley,South Africa,Africa,Beach,121.48,Winter,4.1,1.92,No,"Trekking,Beach Volley,Skiing",7,850.36,1,0
Sacred Falls,Greece,Europe,Adventure,30.0,Winter,4.7,9.06,Yes,"Surfing,Beach Volley",13,390.0,0,2
Crystal Plaza,France,Europe,City,141.12,Spring,4.7,5.17,No,Museum,14,1975.68,2,2
Ancient Forest,Japan,Asia,Beach,77.17,Winter,4.4,2.4,No,Skiing,14,1080.38,1,1
Golden Forest,South Africa,Africa,City,155.35,Spring,4.4,2.99,No,Skiing,10,1553.5,2,0
Crystal Beach,Greece,Europe,Nature,170.93,Autumn,4.6,5.09,No,"Surfing,Shopping",9,1538.3700000000001,4,2
Hidden Beach,Italy,Europe,Historical,167.09,Autumn,4.5,2.41,Yes,"Surfing,Museum",12,2005.08,3,2
Golden Temple,Germany,Europe,City,115.12,Spring,4.2,2.14,No,"Surfing,Skiing",13,1496.56,2,2
